read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
f80ebb10-41f9-4a21-ad4e-13cd1b4777b1	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3504cd3f-beb3-48ed-8496-c2fed8c38a8e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d09cf3c3-9807-4a44-bd70-ab28a7c48eb6	HDR	+	1	7559	28	7492	83	177	7381	7284	0.986858	0.953278	13004	0.985184
86a821a9-50f0-4ab2-807d-89d013e43328	HDR	+	1	7569	21	7520	95	164	7404	7270	0.981902	0.948715	12782	0.982614
018e2cbf-fc11-4e4e-a298-bf82ddeae46f	HDR	-	14	7569	3	7514	98	142	7413	7291	0.983542	0.952698	12930	0.983026
dba12aff-d337-423f-a4dc-946fd113606d	HDR	+	1	7569	28	7487	79	188	7380	7270	0.985095	0.9507	12842	0.983869
a2880a7b-20b0-4046-8f69-566109598d37	HDR	+	1	7569	29	7458	71	210	7358	7236	0.983419	0.947244	12702	0.984743
b982ffe3-65b9-4702-b9e3-fe26f1080dfe	HDR	+	1	7559	29	7507	74	154	7404	7293	0.985008	0.955582	13038	0.986279
ff18df38-2183-4fd3-ba44-bcc9353524cb	HDR	+	1	7569	30	7536	104	166	7402	7263	0.981221	0.946689	12650	0.980657
ce812c1f-9e9c-487f-b25c-b119845ff33f	HDR	-	12	7567	0	7483	90	162	7393	7301	0.987556	0.955003	13098	0.983504
4802f5d0-dd34-4158-a29e-23e2e5a2e9ad	HDR	-	11	7567	0	7495	94	155	7401	7282	0.983921	0.951895	12842	0.983522
6df8e24b-7f67-4cc6-864e-a676d044683e	HDR	+	1	7559	23	7509	94	166	7392	7279	0.984713	0.951255	12838	0.984419
3710ff39-69d0-4b2d-83ef-429196c113ea	HDR	-	11	7567	0	7462	96	190	7366	7233	0.981944	0.945243	12622	0.983445
d98e6a71-5741-4619-88bd-aa039125fe79	HDR	-	286	7569	0	7226	97	154	7129	7020	0.98471	0.951219	12430	0.982497
61707d32-eda8-43ca-86f3-c173fe8fd64f	HDR	+	1	7560	28	7556	79	110	7449	7341	0.985501	0.961115	13340	0.985839
e3422f5b-087b-4bf4-9162-2ee3a4a4b916	HDR	+	16	7559	38	7518	77	140	7403	7318	0.988518	0.960367	13222	0.984703
f033daf3-a779-4b3f-aa5b-7b79a36fbf6f	HDR	-	11	7569	0	7481	87	164	7394	7285	0.985258	0.95291	12920	0.985341
00c02f3e-2b88-44ef-a235-f06da2b63436	HDR	-	2	7569	14	7484	125	222	7345	7245	0.986385	0.941888	12504	0.97816
2151d54d-2842-4330-8e54-b5de53c4a7b7	HDR	-	10	7569	2	7458	66	169	7390	7278	0.984844	0.954492	13014	0.986649
0b2331e9-2d88-42be-9231-f4a28d3bfbc1	HDR	+	1	7559	28	7500	68	154	7404	7281	0.983387	0.95476	13022	0.9872
63cc9f51-f615-4553-8791-5588b5af2524	HDR	+	1	7559	30	7539	105	154	7404	7302	0.986224	0.952891	13010	0.982093
0136823c-4e36-442a-abc5-f13043a3c0bd	HDR	+	1	7569	28	7532	85	149	7419	7294	0.983151	0.95309	12932	0.98317
e7733060-839d-4848-91a5-d93383ed8da0	HDR	+	1	7559	27	7514	88	159	7399	7241	0.978646	0.947031	12648	0.984695
d0fa9ddb-e973-4eec-8d63-3d18ccf65100	HDR	+	2	7569	28	7546	88	137	7430	7310	0.983849	0.954931	13054	0.983064
9fd4417e-28e9-41e1-b64d-b6c4b2ae1218	HDR	-	1	7569	12	7463	89	206	7362	7236	0.982885	0.945018	12622	0.982779
fe8f1244-a10e-475e-850b-e063d351dfb2	HDR	+	1	7557	28	7509	76	151	7405	7272	0.982039	0.95283	12934	0.98615
3a32a6c6-9df0-4633-95de-887d91c6be75	HDR	+	1	7559	27	7497	68	156	7402	7296	0.98568	0.956727	13183	0.987328
9d041a17-c583-4f75-830e-cdda53721678	HDR	+	1	7559	22	7467	86	199	7359	7254	0.985732	0.94898	12762	0.985536
160a04ed-e269-447b-8c8d-a180dfc2d23a	HDR	-	11	7569	0	7450	82	190	7368	7288	0.989142	0.953927	13028	0.98529
48c95af0-436d-4743-813f-c0ee9f932104	HDR	+	1	7559	29	7539	93	141	7417	7295	0.983551	0.95347	13002	0.983817
f5b8389f-3fea-486e-8202-9f42cea140b0	HDR	+	1	7567	27	7520	93	166	7400	7268	0.982162	0.948949	12762	0.982084
9fabb2e5-0201-4a3a-9715-bba58a432fac	HDR	+	1	7569	28	7485	72	183	7385	7282	0.986053	0.953141	12950	0.984667
0b9a5c70-21fe-4c16-ad9f-425434e30a5a	HDR	-	1	7569	15	7538	88	133	7435	7342	0.987492	0.958986	13250	0.982686
f1f1d3f6-41fa-4dc8-b429-74b3fcb0ba70	HDR	-	11	7569	0	7429	71	200	7358	7241	0.984099	0.949141	12716	0.986724
19123665-8b95-4e90-8f75-3b1f23bf1c7b	HDR	-	1	7569	14	7518	85	149	7419	7313	0.985712	0.955573	13078	0.98317
5c27bd6e-8920-46dd-88e9-d1a9afaa9017	HDR	-	29	7567	8	7465	50	131	7407	7330	0.989604	0.965999	13466	0.987995
06e1bc94-74d8-455a-b8e7-7f4c19d0f138	HDR	-	1	7569	15	7494	93	182	7386	7278	0.985378	0.950007	12830	0.982573
0743e2a3-46b2-4e77-a054-e992830ce054	HDR	-	1	7569	12	7490	91	181	7387	7260	0.982808	0.947904	12784	0.982183
27659fbc-21cc-40f2-bd3f-48982f6d8330	HDR	+	1	7553	28	7488	80	172	7380	7267	0.984688	0.952175	12870	0.985182
