read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
fdd7b4ab-b7c4-46dd-82ee-bf33f6c273af	HDR	-	1	7569	14	7487	68	163	7405	7293	0.984875	0.955081	13052	0.985363
27e103b6-7952-4f04-9d5f-7416844f675c	HDR	-	1	7569	14	7526	65	121	7447	7360	0.988317	0.964234	13452	0.985705
ef0e8993-62b7-4819-89b4-ef92b1ae8c56	HDR	+	1	7559	28	7499	71	158	7400	7279	0.983649	0.954122	12940	0.986798
87905cfc-3351-4518-8e3c-1d48f6eabf2f	HDR	-	4	7566	17	7492	94	181	7381	7259	0.983471	0.948145	12716	0.981385
e29cbbae-5302-4c64-97f7-71e00567088e	HDR	+	1	7569	27	7531	100	164	7404	7272	0.982172	0.948357	12732	0.981052
03358587-37e0-4710-9c6d-fb556cfff442	HDR	+	1	7569	28	7584	107	119	7449	7341	0.985501	0.956482	13150	0.984276
19575d68-6c13-4a76-a89e-b37b85e7bf85	HDR	-	1	7569	14	7575	142	149	7419	7283	0.981669	0.944617	12636	0.980312
5cf54307-3c2a-4864-ba01-cfc41d978e5f	HDR	+	1	7569	29	7526	92	163	7405	7276	0.982579	0.949869	12810	0.982095
6c885f42-fa1f-4b88-86ca-3e5933b72d58	HDR	+	1	7569	28	7534	80	142	7426	7318	0.985457	0.956851	13156	0.983576
2e6b113e-3e09-4f25-bce3-f8f140187abf	HDR	+	1	7569	28	7617	167	146	7422	7302	0.983832	0.944021	12686	0.980708
f897b823-3729-4436-8bd8-d5c19939bdf3	HDR	-	1	7569	14	7492	64	154	7414	7268	0.980308	0.952306	12896	0.985904
ea5db55c-7d72-4c99-8b4b-7454d5d7bb60	HDR	-	1	7569	13	7523	97	155	7413	7304	0.985296	0.952903	12972	0.981724
f0e448a3-1073-4bd4-9be9-7ab8586f962b	HDR	+	9	7559	33	7543	89	129	7421	7290	0.982347	0.954313	13024	0.983826
ec72004d-e3d9-4c01-bdf9-e34797de2604	HDR	-	2550	7569	0	5007	67	79	4940	4854	0.982591	0.954385	8652	0.981132
f342ef49-0073-4a64-9681-2a3ea25d7902	HDR	+	1	7569	26	7512	74	156	7412	7289	0.983405	0.953808	12986	0.984852
66183cb4-ecef-40b2-b5b0-c2620ba49517	HDR	+	1	7569	29	7531	86	152	7416	7275	0.980987	0.950483	12858	0.983163
d749d2b5-ae06-4a06-a4cb-7197a1ed1572	HDR	+	1	7569	28	7578	109	127	7441	7316	0.983201	0.952976	12960	0.983219
6c5f8c47-1f9e-4530-bfe7-ed4a35d3b956	HDR	-	1	7569	12	7527	90	143	7425	7310	0.984512	0.954557	13066	0.982793
396f438e-f403-4a7b-a545-e07fc5eeab50	HDR	+	1	7569	27	7567	114	142	7426	7276	0.979801	0.947149	12760	0.981237
43d497cd-5850-411e-aa1c-78d2d60437c2	HDR	-	17	7569	7	7471	84	172	7380	7265	0.984417	0.951414	12882	0.984394
97bed888-7ab0-4ff1-a102-04a24a7e4018	HDR	-	1	7569	15	7525	105	163	7405	7277	0.982714	0.94839	12794	0.979886
8a0aa42f-1caf-4495-baa0-b0097703be24	HDR	+	3	7523	28	7524	121	145	7375	7234	0.980881	0.946735	12632	0.974498
42ecbc5b-a22c-4126-afe4-7f9832325cbd	HDR	-	12	7569	1	7499	92	151	7406	7273	0.982042	0.950843	12864	0.984055
60bf4bfd-d1fe-49ab-8ae3-09a04c829972	HDR	-	11	7569	0	7489	76	145	7413	7315	0.98678	0.958213	13188	0.986296
9de06e2b-edad-4c48-8fcd-8a96fddf1d10	HDR	-	1	7567	13	7525	87	141	7425	7282	0.980741	0.951522	12920	0.982793
87922e2c-0514-4273-a635-c37362e0ca54	HDR	-	1	7569	14	7540	94	136	7432	7333	0.986679	0.957061	13174	0.98203
1748f70a-91b8-4479-a985-8ec679f7a551	HDR	+	1	7569	27	7565	67	97	7471	7382	0.988087	0.966863	13624	0.987183
d0809354-21d0-4237-a00c-c96f0fe31aaa	HDR	+	1	7568	28	7524	101	172	7395	7282	0.984719	0.949661	12854	0.980509
a546beb8-7fcc-4b8e-81e9-875f0fcc7d19	HDR	-	1	7569	15	7515	95	163	7405	7259	0.980284	0.947279	12742	0.981705
a6f947ce-6d94-4658-bb99-485a27191a26	HDR	-	11	7569	0	7499	62	121	7437	7335	0.986285	0.962598	13384	0.987518
5851c399-0e86-40fd-83e7-97d6385a308e	HDR	-	1	7569	14	7519	119	182	7386	7257	0.982535	0.944061	12652	0.978537
66e2937c-0a64-454b-aa88-f783abcc7b44	HDR	-	1	7568	15	7529	116	169	7398	7290	0.985401	0.948848	12806	0.979219
d64ff606-6e80-4496-9acf-1b91fa0b303b	HDR	+	1	7559	28	7514	69	141	7417	7320	0.986922	0.959748	13216	0.987091
66d023cc-d337-42f7-9753-2f492ee53ef3	HDR	+	1	7557	29	7512	95	168	7388	7260	0.982675	0.948896	12782	0.983493
ea466251-c382-4fc6-af97-845edd3fc56a	HDR	-	11	7569	0	7445	82	195	7363	7234	0.98248	0.946859	12594	0.98528
74edb05b-cbcf-4b47-9ee6-b56aaee8cf2e	HDR	-	11	7569	0	7455	74	177	7381	7265	0.984284	0.951913	12920	0.986237
b19c4ee6-ca1d-482c-9a02-ba0ef4c8447c	HDR	+	1	7559	29	7587	119	119	7439	7278	0.978357	0.948027	12748	0.982955
cd477cc4-3a62-4d45-baba-76baa9bf53eb	HDR	+	4	7569	27	7557	114	149	7416	7290	0.98301	0.949342	12802	0.979915
94f73510-134f-48c3-bf7f-68479994fb04	HDR	-	1	7569	12	7470	71	181	7387	7261	0.982943	0.950517	12858	0.985196
