read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
284c9c0a-a291-4b1b-9d44-4d134c856b10	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
64b8adba-97d2-4f5a-a459-872594ad94ea	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4ca2f130-1833-463e-8099-554b1342b144	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8fea14da-8694-4a88-b797-dc35dcea4d25	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
77b42a56-d960-4fca-8494-9310babdc7de	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b4982482-020e-4fc7-b14d-ec3c86ee6f63	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a70febdc-5a50-419d-bf3a-5621c7478505	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1b185dc5-9667-48ff-b946-3d9b16fc0e64	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6282338d-efeb-4fab-9b7f-b094fe6f9104	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e73b1042-8df9-4873-aa75-5de76daf67da	Cassette_50Q_CRE_Neo	-	2337	3139	0	806	10	6	796	784	0.984925	0.965517	1428	0.954436
e340687a-6663-4a30-9d32-0d69648347df	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5d245f94-bb73-4110-ab26-ec37c6db73f2	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bd2ed5d7-30ec-4261-8cd7-88d5105d075c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a3cd18f0-69e0-47cd-8f29-cdd063a31e4c	Cassette_50Q_CRE_Neo	-	2567	3139	0	563	8	17	555	547	0.985586	0.943103	952	0.939086
f74f07d6-8a7f-4ce2-851a-65aa4165424d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4da3c5b2-9656-4a68-a165-01149cfc346a	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e71e146b-fa50-498a-b1be-e38e918afdcf	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
419494c1-5cf8-4705-9732-c5ecde9bbd26	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a621e70b-f36c-4c1a-b1b5-698959f3be3e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aafe3c09-a51a-4aa6-87cd-f1c8aea7ff0a	Cassette_50Q_CRE_Neo	+	2519	3127	27	633	11	13	595	592	0.994958	0.956381	1064	0.938486
df307856-4340-4f58-8903-004aabb8b992	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d62550e3-8279-4a35-a7ba-cc6f90a8e480	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7dda2856-250b-4848-b9a3-fbed8aca7206	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
87937a60-1d53-4bc2-97fb-b9049f91f286	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
879f6dc7-7d97-477c-a7bd-86b3d025fa60	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
dbff6c2b-d265-449c-8d82-128a37dd5124	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c2151d39-931f-4899-b394-25018f605324	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bdad8722-1cac-4583-96c2-69e07a531477	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b816be90-cec8-4f69-b2c4-85718afb328d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bce3684e-03d7-4f23-a601-b0bb16dd2b91	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b5b6e14c-cb99-4344-aeb6-ec984756e715	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
51889fd1-6fa1-4e79-8908-35a1e8de878d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3c06ced7-ea35-47ce-a4cd-fccddc58438d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
01f68794-b8e0-4f07-b01c-27791cc3aee9	Cassette_50Q_CRE_Neo	-	2885	3139	0	247	1	8	246	243	0.987805	0.952941	436	0.89781
10417c2e-3092-4a64-b94c-1371f3c0733e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
706670b8-332e-4b2a-a452-8fab63832e12	Cassette_50Q_CRE_Neo	+	1767	3127	33	1400	20	13	1347	1334	0.990349	0.966667	2450	0.960086
c3463d51-026d-4075-9906-ba9968047bf7	Cassette_50Q_CRE_Neo	-	2122	3139	14	1011	7	27	990	974	0.983838	0.951172	1720	0.952839
bebb17ef-ea75-4912-9c08-213e43863813	Cassette_50Q_CRE_Neo	+	1385	3118	26	1764	38	33	1700	1679	0.987647	0.948052	2972	0.963719
4d6d3e88-4eee-40c5-9bc0-228370aa3ad6	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
942b11a9-edb8-4b5e-b1b9-def80a2256ad	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
34bbd678-b14d-487c-a3c3-f17dc9eaa3f2	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a0a2c5cf-e12e-43e2-ba7a-641a541c60a0	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8f24080b-b280-4c5d-9ea7-a8e91d81a2a7	Cassette_50Q_CRE_Neo	+	1732	3139	25	1419	11	24	1383	1370	0.9906	0.96615	2530	0.965108
4300c5b1-dec4-4afa-b14d-0ea9924e5acd	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
28cc895b-b0c5-48af-bbcc-a0367dc60914	Cassette_50Q_CRE_Neo	+	2908	3139	25	251	1	6	225	223	0.991111	0.961207	400	0.855513
84903373-8652-4075-8c69-18438752ba38	Cassette_50Q_CRE_Neo	-	1075	1303	12	222	0	18	210	208	0.990476	0.912281	332	0.846774
e1e65ce5-3aae-4694-886d-5c8c8472c1d7	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
043bd71a-afaa-4b4d-aa5a-8a29f9f5bc31	Cassette_50Q_CRE_Neo	+	432	3139	26	2701	25	57	2650	2605	0.983019	0.953514	4646	0.976059
9cf2046c-8b87-49ce-b09c-3bc320b913bc	Cassette_50Q_CRE_Neo	-	486	1363	18	818	15	92	785	774	0.985987	0.867713	1213	0.859803
0ea40fcd-b0a8-46a8-b0bf-d78673371d66	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55c8970d-db40-4675-badf-e3e431b0119c	Cassette_50Q_CRE_Neo	-	2094	2538	3	445	7	9	435	434	0.997701	0.962306	792	0.919662
ebc6a59f-162f-4bc3-bf9f-8c282fb9b7ee	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2ed433d3-ee73-4c9b-b5ee-e3712e5c7806	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
a5d95547-1ff7-49b2-ae7d-f6221790118d	Cassette_50Q_CRE_Neo	+	2356	3139	28	813	18	16	767	749	0.976532	0.935081	1258	0.927449
a4ff3e2d-b96b-43a9-b380-253853945493	Cassette_50Q_CRE_Neo	+	2110	3127	26	1036	9	16	1001	986	0.985015	0.961014	1790	0.966216
c368dc53-4f5f-46e7-ae7f-b94c9856ba31	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
581d0208-e995-4f9a-8695-b4da75861d30	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
fabc2d87-5712-4b36-aa6c-8a98d14666f9	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8a13865f-1377-4b13-860d-225d4fb87afd	Cassette_50Q_CRE_Neo	+	2148	3127	27	987	10	29	950	927	0.975789	0.93731	1584	0.961538
fcc617bc-b916-4a2f-9e11-a5d28f43811d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
