read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
696abcea-53f3-4854-bfa2-b636063be1b6	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bd6027a6-1775-48d5-a8cf-5ca6af39a431	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3731dff2-cf0c-4484-b43c-65602547458f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8e5503b5-3e50-4946-9fb0-159af2767dac	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ebd8eaa8-3098-437e-913a-fdbbb50ad503	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
81d09b2e-885c-4f3e-ad51-235e6eef3546	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
21978902-96a1-420c-912f-4cff828f1399	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7706051d-8b88-4ebb-bc58-fdf4bc4e03b6	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b3c05b48-16fe-4d94-9818-dcf6fbf3abf6	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e5b614e9-34ee-4611-a541-7dafc4e23f2d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4cb096ed-4110-425d-a115-80afc0f0e2f5	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
16156fec-818e-4abd-9a5f-70a41527bfca	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bb1b69b1-b849-481c-a38f-445209ad8f7c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e3ff1fc9-0f0f-4d1a-92c5-f3f8ce76308f	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
71550f70-a24c-4a48-ae5d-361149d8419d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7b2c7eed-a7c7-420a-b365-8283025a7dff	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
76b870a4-50a7-4748-ab7f-71f6e27e5dcb	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
93023b89-a089-4a91-a440-9eb1a5be9b8d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5c32bcac-85f1-449e-81b2-5713599251cd	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
119c38d9-3b02-4ba8-a215-d2c8d18b1bef	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
e3d68c88-4145-4741-b69b-b05cfec30087	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
730f07d8-fc29-490c-b913-4d4a32ff8384	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0f63f8ae-ae23-40bc-9bac-21887ccc55b4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7cbd1ee1-6ce5-4361-9e04-8eb66a87bd38	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c7ff2421-e3d4-448f-979f-dfdf4839214e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d406ae14-70e1-4955-8040-c69aed0bdbec	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
eb2a2c6b-09e2-4d73-a774-df8c982c92b7	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2c1b6faf-da95-4a65-a7a4-9290ab023e25	Cassette_50Q_CRE_Neo	+	534	1359	57	838	6	50	775	765	0.987097	0.920578	1243	0.839653
dddc569f-f4c1-4fed-8171-a12d5fccf451	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8d93236f-f304-432d-89a3-2a6116ee831d	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2638a2c3-e02a-455d-8926-b2e2f53021a8	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
cf323056-3b21-4cef-b2fb-f94f4b363b71	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6c27245a-aeeb-4648-a66d-b27b59f8a74d	Cassette_50Q_CRE_Neo	-	432	1363	17	858	14	104	827	814	0.984281	0.861376	1316	0.874207
bfc2885a-2921-46a0-9ed4-ad050d6f1dfb	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
d52b4811-7e7d-45de-b55b-893e176aa401	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f9b62e3c-f704-4073-9f99-461982dae810	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8bd12fd7-c246-4df9-80a2-2a3581998153	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
934ff3d6-4269-4fab-b130-e768db2f7d4b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
fa6fee52-acdc-4ec6-a5f6-a157a10d80ae	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ccb30621-494e-40fd-b61c-94bb268e6fb5	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
71719d09-3e1e-4b63-8d09-dc14dbf9ed8e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
df93700b-69b0-4e24-9345-119c1d4303b4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
040c6f99-766c-4413-a509-01f68a18936e	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
92aa9a55-b4ba-43e5-9207-fbc7faad6f0c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
01ed79aa-cb0d-4d09-860f-ba12430fc38c	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6c145ebe-087a-416b-b86b-0b8f9d142afe	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
6c1bbd26-4a83-4586-9480-b271a0645276	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
acee81e2-15e1-488b-8eef-824bb4ee038a	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5d5669f1-044a-45dc-950e-2fbaef46c7d1	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9f06eebb-c1d9-49d4-adc5-8a5f63887221	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
74e4ad7a-780a-461e-800c-468fbb840214	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
c7ce69a0-6b37-4598-a6d0-ef836e452ffe	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9460977a-1cf4-422a-a3a7-a260771760b4	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bf53a1d7-e987-4e73-bb48-1f02c7e89ef7	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
f6214cfc-a0ed-460a-8f0e-ad8b9eb87468	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
aadc76e3-9591-4137-a71a-45f4ee28387b	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47e5d1b4-3051-4603-afe9-8c4d2dd27c54	*	*	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
