read_id	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
e385663a-ea13-40b6-9a65-b42a2a02601c	pUC57_Cre	+	1	3980	3472	7418	69	102	3877	3770	0.972401	0.931324	6290	0.521593
2bf40a6d-cdf1-441d-bf04-c941abfef41d	pUC57_Cre	+	30	3980	3489	7378	65	126	3824	3714	0.971234	0.925031	6102	0.517456
fdbb404f-9484-4d74-97c8-20df700c573b	pUC57_Cre	-	1	3980	3430	7390	65	84	3895	3830	0.983312	0.947082	6678	0.525074
8f30af3e-0876-4e3d-b1e2-e5757a4316fd	pUC57_Cre	-	1	3980	3464	7443	81	81	3898	3833	0.983325	0.944089	6751	0.5228
3ba41ca6-20d9-4ea3-868e-ecda2b294783	pUC57_Cre	+	321	3827	32	3442	68	164	3342	3218	0.962896	0.900392	4872	0.970947
b9b0a966-93dd-4fee-800e-0731bf22ceb9	pUC57_Cre	-	3393	7457	0	4048	61	77	3987	3931	0.985954	0.95297	7002	0.536392
bd0b4b5c-b340-4f0d-b483-c77b0ab6ee4f	pUC57_Cre	+	1	3980	3485	7402	55	117	3862	3755	0.972294	0.930838	6250	0.520836
6acf832b-7bee-4232-ac0e-5b4e07961f0e	pUC57_Cre	-	1	3980	3445	7375	68	117	3862	3790	0.981357	0.936496	6466	0.521821
337a8d37-7710-4c21-9938-fa90c0d70060	pUC57_Cre	-	196	7457	14	7165	114	224	7037	6850	0.973426	0.928814	11400	0.950817
feb3f798-1ce5-48f1-aa0a-d9ec24f35b19	pUC57_Cre	-	3974	7457	9	3461	35	66	3417	3356	0.982148	0.953951	5990	0.608874
b6d9497c-8cfd-4229-b709-74e7f0694006	pUC57_Cre	+	1	7443	6236	13584	156	250	7192	6980	0.970523	0.918663	11196	0.964592
bb2cd422-02ee-4f9f-a819-c17eca8ba7f1	pUC57_Cre	-	1	3980	3461	7405	64	99	3880	3804	0.980412	0.940885	6554	0.522137
08e99f25-2eb1-45dd-aa59-46cb26741add	pUC57_Cre	+	2621	6374	27	3737	48	91	3662	3584	0.9787	0.94291	6166	0.979668
29b85ec2-df00-41cb-ae63-767c139ffff2	pUC57_Cre	-	2	3980	3393	7329	91	133	3845	3734	0.971131	0.91767	5980	0.522703
ac20b6b0-04fb-47ba-ac26-d6bb4d3e836f	pUC57_Cre	-	785	3980	278	3399	26	100	3095	3026	0.977706	0.93946	5196	0.902069
